ID,Флаг дозвона,Флаг продажи,Расходы,PV,NPV
12524,1,0,11,0,-11
12525,1,1,950,1213,263
12526,1,1,682,2327,1645
12527,1,0,183,0,-183
12528,1,0,10,0,-10
12529,0,0,24,0,-24
12530,0,0,55,0,-55
12531,1,1,456,1336,880
12532,1,0,67,0,-67
12533,0,0,33,0,-33
12534,1,0,15,0,-15
12535,1,0,18,0,-18
12536,1,1,44,1248,1204
12537,1,0,48,0,-48
12538,0,0,49,0,-49
12539,0,0,45,0,-45
12540,1,0,25,0,-25
12541,1,1,790,1243,453
12542,1,1,515,1473,958
12543,1,0,102,0,-102
12544,1,0,34,0,-34
12545,1,0,13,0,-13
12546,1,0,125,0,-125
12547,0,0,12,0,-12
12548,0,0,32,0,-32
12549,0,0,56,0,-56
12550,1,1,1197,1309,112
12551,1,0,5,0,-5
12552,0,0,144,0,-144
12553,1,0,4,0,-4
12554,1,0,39,0,-39
12555,0,0,134,0,-134
12556,0,0,0,0,0
12557,1,1,714,2128,1414
12558,1,1,120,1547,1427
12559,1,1,300,1686,1386
12560,0,0,81,0,-81
12561,1,1,292,1493,1201
12562,1,1,2377,1216,-1161
12563,1,0,12,0,-12
12564,1,1,336,1607,1271
12565,0,0,19,0,-19
12566,0,0,25,0,-25
12567,0,0,97,0,-97
12568,1,1,209,4790,4581
12569,1,0,65,0,-65
12570,1,1,697,1333,636
12571,1,1,899,1226,327
12572,1,1,212,1445,1233
12573,1,1,102,2427,2325
12574,0,0,66,0,-66
12575,0,0,33,0,-33
12576,1,0,18,0,-18
12577,0,0,19,0,-19
12578,0,0,140,0,-140
12579,0,0,7,0,-7
12580,1,0,71,0,-71
12581,0,0,74,0,-74
12582,1,1,665,1495,830
12583,1,0,100,0,-100
12584,1,0,34,0,-34
12585,1,1,3365,1252,-2113
12586,0,0,125,0,-125
12587,1,1,65,1225,1160
12588,0,0,16,0,-16
12589,1,1,666,1305,639
12590,0,0,130,0,-130
12591,1,0,28,0,-28
12592,1,0,73,0,-73
12593,1,1,285,1641,1356
12594,0,0,131,0,-131
12595,1,0,13,0,-13
12596,1,0,8,0,-8
12597,1,0,150,0,-150
12598,0,0,41,0,-41
12599,1,0,72,0,-72
12600,1,0,0,0,0
12601,0,0,55,0,-55
12602,0,0,35,0,-35
12603,1,1,643,1238,595
12604,0,0,10,0,-10
12605,0,0,33,0,-33
12606,1,1,591,1293,702
12607,1,0,41,0,-41
12608,1,0,10,0,-10
12609,0,0,72,0,-72
12610,0,0,4,0,-4
12611,0,0,121,0,-121
12612,1,1,100,1337,1237
12613,1,1,144,1219,1075
12614,1,0,29,0,-29
12615,0,0,2,0,-2
12616,0,0,201,0,-201
12617,0,0,10,0,-10
12618,0,0,26,0,-26
12619,0,0,14,0,-14
12620,0,0,8,0,-8
12621,1,1,323,1249,926
12622,1,1,146,1238,1092
12623,1,0,3,0,-3
12624,1,0,68,0,-68
12625,0,0,5,0,-5
12626,0,0,17,0,-17
12627,1,1,319,1357,1038
12628,1,0,46,0,-46
12629,0,0,4,0,-4
12630,1,1,326,1261,935
12631,0,0,2,0,-2
12632,0,0,43,0,-43
12633,1,1,718,1931,1213
12634,0,0,62,0,-62
12635,1,0,25,0,-25
12636,0,0,28,0,-28
12637,1,1,62,1235,1173
12638,1,1,2315,1206,-1109
12639,0,0,38,0,-38
12640,1,0,38,0,-38
12641,0,0,13,0,-13
12642,0,0,44,0,-44
12643,0,0,52,0,-52
12644,0,0,121,0,-121
12645,0,0,19,0,-19
12646,0,0,0,0,0
12647,0,0,32,0,-32
12648,1,1,272,1268,996
12649,0,0,136,0,-136
12650,0,0,20,0,-20
12651,1,0,57,0,-57
12652,0,0,54,0,-54
12653,1,1,482,1353,871
12654,1,0,53,0,-53
12655,1,1,66,1513,1447
12656,1,1,439,1205,766
12657,1,1,216,3253,3037
12658,1,0,111,0,-111
12659,1,0,17,0,-17
12660,1,0,144,0,-144
12661,0,0,43,0,-43
12662,1,0,27,0,-27
12663,1,1,1930,1232,-698
12664,1,1,523,1310,787
12665,0,0,88,0,-88
12666,1,0,47,0,-47
12667,1,0,18,0,-18
12668,1,0,74,0,-74
12669,0,0,146,0,-146
12670,1,0,60,0,-60
12671,0,0,13,0,-13
12672,1,0,4,0,-4
12673,0,0,9,0,-9
12674,1,0,31,0,-31
12675,0,0,78,0,-78
12676,1,0,18,0,-18
12677,1,1,230,1452,1222
12678,1,0,82,0,-82
12679,0,0,10,0,-10
12680,1,0,78,0,-78
12681,0,0,28,0,-28
12682,1,0,2,0,-2
12683,0,0,6,0,-6
12684,1,0,32,0,-32
12685,0,0,57,0,-57
12686,1,0,70,0,-70
12687,1,1,178,1546,1368
12688,0,0,26,0,-26
12689,0,0,3,0,-3
12690,1,1,1667,1255,-412
12691,0,0,3,0,-3
12692,1,0,45,0,-45
12693,1,1,40,1202,1162
12694,1,1,292,1561,1269
12695,0,0,22,0,-22
12696,0,0,47,0,-47
12697,0,0,26,0,-26
12698,0,0,93,0,-93
12699,1,1,539,1707,1168
12700,1,1,1370,1684,314
12701,0,0,11,0,-11
12702,0,0,21,0,-21
12703,1,0,32,0,-32
12704,1,1,839,1336,497
12705,0,0,123,0,-123
12706,1,1,2469,1259,-1210
12707,1,0,22,0,-22
12708,0,0,6,0,-6
12709,0,0,107,0,-107
12710,0,0,17,0,-17
12711,0,0,3,0,-3
12712,0,0,108,0,-108
12713,0,0,37,0,-37
12714,1,1,560,2718,2158
12715,0,0,19,0,-19
12716,0,0,59,0,-59
12717,1,1,510,1437,927
12718,0,0,0,0,0
12719,1,0,152,0,-152
12720,1,0,57,0,-57
12721,0,0,75,0,-75
12722,0,0,62,0,-62
12723,1,0,26,0,-26
12724,1,1,2009,1637,-372
12725,0,0,16,0,-16
12726,1,0,50,0,-50
12727,0,0,19,0,-19
12728,0,0,51,0,-51
12729,1,0,1,0,-1
12730,0,0,9,0,-9
12731,0,0,11,0,-11
12732,1,0,3,0,-3
12733,0,0,67,0,-67
12734,0,0,71,0,-71
12735,0,0,23,0,-23
12736,0,0,114,0,-114
12737,0,0,66,0,-66
12738,1,1,488,1227,739
12739,0,0,110,0,-110
12740,0,0,23,0,-23
12741,1,0,4,0,-4
12742,0,0,54,0,-54
12743,1,0,25,0,-25
12744,1,1,28,2071,2043
12745,0,0,26,0,-26
12746,0,0,26,0,-26
12747,1,1,331,1383,1052
12748,0,0,83,0,-83
12749,1,1,791,2233,1442
12750,1,1,51,1349,1298
12751,1,0,12,0,-12
12752,0,0,8,0,-8
12753,0,0,7,0,-7
12754,0,0,36,0,-36
12755,1,0,96,0,-96
12756,1,1,136,2102,1966
12757,0,0,43,0,-43
12758,0,0,30,0,-30
12759,0,0,58,0,-58
12760,1,1,71,1215,1144
12761,1,1,134,1388,1254
12762,1,1,33,1210,1177
12763,0,0,21,0,-21
12764,1,1,129,1312,1183
12765,0,0,31,0,-31
12766,1,0,43,0,-43
12767,1,1,498,1644,1146
12768,1,1,286,2417,2131
12769,0,0,13,0,-13
12770,1,1,218,1739,1521
12771,0,0,31,0,-31
12772,1,0,47,0,-47
12773,1,1,169,1282,1113
12774,1,0,5,0,-5
12775,1,1,1306,1392,86
12776,1,0,105,0,-105
12777,0,0,99,0,-99
12778,1,0,112,0,-112
12779,1,0,46,0,-46
12780,0,0,105,0,-105
12781,1,1,423,1226,803
12782,0,0,25,0,-25
12783,0,0,12,0,-12
12784,1,0,66,0,-66
12785,1,1,470,1354,884
12786,1,0,85,0,-85
12787,1,0,34,0,-34
12788,1,0,55,0,-55
12789,0,0,1,0,-1
12790,1,0,7,0,-7
12791,1,1,128,1546,1418
12792,0,0,18,0,-18
12793,1,0,15,0,-15
12794,1,0,160,0,-160
12795,1,0,80,0,-80
12796,1,0,80,0,-80
12797,0,0,44,0,-44
12798,1,1,524,1261,737
12799,0,0,83,0,-83
12800,1,1,683,1227,544
12801,0,0,134,0,-134
12802,1,1,464,2186,1722
12803,1,0,11,0,-11
12804,1,1,1872,1271,-601
12805,1,0,26,0,-26
12806,0,0,124,0,-124
12807,1,0,9,0,-9
12808,1,1,1182,1275,93
12809,0,0,31,0,-31
12810,1,1,342,1239,897
12811,1,1,236,1254,1018
12812,1,1,108,1214,1106
12813,1,1,306,1536,1230
12814,1,1,756,1325,569
12815,0,0,163,0,-163
12816,0,0,116,0,-116
12817,1,1,365,1242,877
12818,1,0,28,0,-28
12819,0,0,61,0,-61
12820,0,0,39,0,-39
12821,1,1,773,1237,464
12822,1,1,389,2674,2285
12823,0,0,137,0,-137
12824,1,0,41,0,-41
12825,1,0,4,0,-4
12826,1,0,19,0,-19
12827,1,0,20,0,-20
12828,1,1,46,1206,1160
12829,0,0,33,0,-33
12830,1,1,623,1471,848
12831,0,0,66,0,-66
12832,1,0,7,0,-7
12833,0,0,80,0,-80
12834,1,0,47,0,-47
12835,0,0,37,0,-37
12836,0,0,93,0,-93
12837,1,0,7,0,-7
12838,1,0,28,0,-28
12839,1,0,41,0,-41
12840,1,1,1064,1707,643
12841,1,1,231,1505,1274
12842,0,0,33,0,-33
12843,0,0,98,0,-98
12844,0,0,0,0,0
12845,1,0,35,0,-35
12846,0,0,100,0,-100
12847,1,1,638,1361,723
12848,0,0,91,0,-91
12849,0,0,24,0,-24
12850,1,1,289,1342,1053
12851,1,0,4,0,-4
12852,1,1,509,1287,778
12853,0,0,12,0,-12
12854,1,1,932,1864,932
12855,1,1,276,1250,974
12856,0,0,3,0,-3
12857,1,0,49,0,-49
12858,1,0,6,0,-6
12859,1,0,4,0,-4
12860,1,1,745,1405,660
12861,0,0,41,0,-41
12862,0,0,20,0,-20
12863,1,0,46,0,-46
12864,0,0,37,0,-37
12865,0,0,10,0,-10
12866,0,0,77,0,-77
12867,0,0,27,0,-27
12868,0,0,33,0,-33
12869,0,0,28,0,-28
12870,1,1,1924,2693,769
12871,0,0,117,0,-117
12872,1,0,3,0,-3
12873,1,0,34,0,-34
12874,1,1,436,2631,2195
12875,1,0,35,0,-35
12876,0,0,76,0,-76
12877,1,0,44,0,-44
12878,0,0,59,0,-59
12879,0,0,60,0,-60
12880,1,1,558,5008,4450
12881,0,0,68,0,-68
12882,1,0,37,0,-37
12883,1,0,29,0,-29
12884,1,0,17,0,-17
12885,1,0,49,0,-49
12886,1,0,9,0,-9
12887,0,0,44,0,-44
12888,0,0,119,0,-119
12889,0,0,18,0,-18
12890,1,1,22,1203,1181
12891,0,0,1,0,-1
12892,1,0,4,0,-4
12893,0,0,40,0,-40
12894,1,1,51,1363,1312
12895,1,0,15,0,-15
12896,1,0,7,0,-7
12897,0,0,71,0,-71
12898,1,0,2,0,-2
12899,0,0,39,0,-39
12900,0,0,98,0,-98
12901,1,0,15,0,-15
12902,0,0,86,0,-86
12903,1,0,14,0,-14
12904,0,0,24,0,-24
12905,1,0,45,0,-45
12906,0,0,0,0,0
12907,1,0,14,0,-14
12908,0,0,37,0,-37
12909,1,0,16,0,-16
12910,0,0,3,0,-3
12911,1,0,15,0,-15
12912,1,1,237,1325,1088
12913,0,0,95,0,-95
12914,1,1,295,1280,985
12915,0,0,2,0,-2
12916,0,0,16,0,-16
12917,1,0,43,0,-43
12918,1,1,154,1749,1595
12919,0,0,2,0,-2
12920,0,0,52,0,-52
12921,0,0,14,0,-14
12922,0,0,37,0,-37
12923,0,0,22,0,-22
12924,0,0,27,0,-27
12925,1,1,864,1333,469
12926,1,0,2,0,-2
12927,0,0,42,0,-42
12928,1,1,71,1296,1225
12929,1,0,42,0,-42
12930,0,0,80,0,-80
12931,0,0,83,0,-83
12932,1,0,98,0,-98
12933,0,0,229,0,-229
12934,0,0,53,0,-53
12935,1,0,126,0,-126
12936,1,0,60,0,-60
12937,0,0,6,0,-6
12938,1,1,241,1283,1042
12939,1,0,26,0,-26
12940,1,1,490,1634,1144
12941,1,1,424,1337,913
12942,1,1,539,1659,1120
12943,1,0,2,0,-2
12944,1,1,1569,1769,200
12945,0,0,55,0,-55
12946,1,0,70,0,-70
12947,1,1,425,1487,1062
12948,0,0,59,0,-59
12949,0,0,10,0,-10
12950,1,0,54,0,-54
12951,1,0,14,0,-14
12952,1,1,519,1387,868
12953,1,1,360,1419,1059
12954,1,0,124,0,-124
12955,1,1,370,1747,1377
12956,1,0,47,0,-47
12957,1,0,51,0,-51
12958,1,1,58,1411,1353
12959,1,0,1,0,-1
12960,1,0,36,0,-36
12961,0,0,10,0,-10
12962,0,0,5,0,-5
12963,1,0,10,0,-10
12964,0,0,40,0,-40
12965,0,0,3,0,-3
12966,1,0,147,0,-147
12967,0,0,3,0,-3
12968,0,0,136,0,-136
12969,0,0,35,0,-35
12970,1,1,215,1315,1100
12971,1,0,13,0,-13
12972,0,0,57,0,-57
12973,1,1,142,1404,1262
12974,0,0,66,0,-66
12975,1,1,122,1381,1259
12976,0,0,100,0,-100
12977,0,0,90,0,-90
12978,1,1,30,1255,1225
12979,0,0,51,0,-51
12980,1,0,29,0,-29
12981,1,1,3255,1529,-1726
12982,0,0,11,0,-11
12983,1,1,422,1349,927
12984,0,0,218,0,-218
12985,0,0,148,0,-148
12986,0,0,39,0,-39
12987,1,0,26,0,-26
12988,0,0,11,0,-11
12989,1,1,96,1315,1219
12990,0,0,50,0,-50
12991,1,0,145,0,-145
12992,0,0,23,0,-23
12993,0,0,81,0,-81
12994,0,0,15,0,-15
12995,1,1,2500,1610,-890
12996,1,1,54,1547,1493
12997,0,0,24,0,-24
12998,1,0,120,0,-120
12999,0,0,46,0,-46
13000,0,0,37,0,-37
13001,0,0,173,0,-173
13002,1,0,218,0,-218
13003,1,0,23,0,-23
13004,1,1,131,1478,1347
13005,1,1,106,1308,1202
13006,1,1,282,1346,1064
13007,1,0,53,0,-53
13008,1,1,319,1951,1632
13009,1,0,28,0,-28
13010,1,0,118,0,-118
13011,1,1,154,1580,1426
13012,0,0,56,0,-56
13013,1,1,148,2010,1862
13014,0,0,60,0,-60
13015,1,1,48,1616,1568
13016,0,0,44,0,-44
13017,1,1,549,1732,1183
13018,1,1,204,1942,1738
13019,1,0,8,0,-8
13020,1,1,241,1839,1598
13021,1,1,115,1243,1128
13022,0,0,1,0,-1
13023,0,0,75,0,-75
13024,0,0,21,0,-21
13025,1,0,27,0,-27
13026,1,1,956,1251,295
13027,1,0,222,0,-222
13028,0,0,0,0,0
13029,0,0,68,0,-68
13030,1,0,216,0,-216
13031,0,0,15,0,-15
13032,1,1,683,2003,1320
13033,1,1,122,1326,1204
13034,1,1,2124,1281,-843
13035,0,0,137,0,-137
13036,0,0,35,0,-35
13037,1,1,120,1294,1174
13038,0,0,103,0,-103
13039,0,0,1,0,-1
13040,1,1,541,2187,1646
13041,1,0,34,0,-34
13042,1,0,42,0,-42
13043,0,0,49,0,-49
13044,1,0,10,0,-10
13045,1,1,232,1745,1513
13046,1,1,217,1633,1416
13047,1,0,77,0,-77
13048,1,1,166,1677,1511
13049,1,0,30,0,-30
13050,0,0,24,0,-24
13051,1,0,4,0,-4
13052,1,0,57,0,-57
13053,1,0,76,0,-76
13054,1,1,688,1210,522
13055,1,0,51,0,-51
13056,0,0,9,0,-9
13057,0,0,67,0,-67
13058,1,0,15,0,-15
13059,0,0,43,0,-43
13060,1,1,379,1214,835
13061,1,1,507,1971,1464
13062,1,1,1429,1589,160
13063,1,0,95,0,-95
13064,1,0,18,0,-18
13065,1,0,74,0,-74
13066,1,0,118,0,-118
13067,0,0,11,0,-11
13068,1,1,965,1745,780
13069,0,0,123,0,-123
13070,1,1,421,1332,911
13071,1,0,3,0,-3
13072,0,0,17,0,-17
13073,0,0,6,0,-6
13074,0,0,13,0,-13
13075,1,1,44,1718,1674
13076,1,0,71,0,-71
13077,0,0,1,0,-1
13078,0,0,17,0,-17
13079,0,0,18,0,-18
13080,1,1,501,1579,1078
13081,1,0,79,0,-79
13082,0,0,25,0,-25
13083,1,1,1155,1227,72
13084,0,0,111,0,-111
13085,0,0,0,0,0
13086,1,0,33,0,-33
13087,1,1,43,1354,1311
13088,1,1,486,1337,851
13089,1,0,40,0,-40
13090,0,0,32,0,-32
13091,1,0,2,0,-2
13092,0,0,193,0,-193
13093,1,0,81,0,-81
13094,1,0,10,0,-10
13095,0,0,133,0,-133
13096,1,0,29,0,-29
13097,1,1,196,1310,1114
13098,0,0,71,0,-71
13099,1,0,10,0,-10
13100,0,0,155,0,-155
13101,1,1,978,1474,496
13102,1,0,22,0,-22
13103,1,0,12,0,-12
13104,1,0,29,0,-29
13105,0,0,88,0,-88
13106,1,1,346,1705,1359
13107,1,1,90,1206,1116
13108,0,0,7,0,-7
13109,0,0,9,0,-9
13110,0,0,3,0,-3
13111,0,0,11,0,-11
13112,1,1,1227,1316,89
13113,1,0,102,0,-102
13114,1,1,308,1731,1423
13115,1,1,489,2077,1588
13116,0,0,30,0,-30
13117,0,0,27,0,-27
13118,1,1,4279,1269,-3010
13119,1,1,508,1558,1050
13120,0,0,165,0,-165
13121,1,1,1202,1306,104
13122,1,1,643,1839,1196
13123,1,0,27,0,-27
13124,0,0,169,0,-169
13125,1,0,76,0,-76
13126,0,0,160,0,-160
13127,1,1,889,1985,1096
13128,1,0,23,0,-23
13129,1,1,584,2467,1883
13130,1,0,63,0,-63
13131,0,0,10,0,-10
13132,1,0,84,0,-84
13133,1,1,298,1410,1112
13134,1,0,7,0,-7
13135,0,0,5,0,-5
13136,1,0,79,0,-79
13137,1,0,46,0,-46
13138,1,0,32,0,-32
13139,1,0,103,0,-103
13140,0,0,4,0,-4
13141,0,0,68,0,-68
13142,1,1,937,1384,447
13143,1,1,360,1225,865
13144,1,0,41,0,-41
13145,0,0,23,0,-23
13146,1,0,130,0,-130
13147,1,1,368,1303,935
13148,1,0,21,0,-21
13149,1,0,12,0,-12
13150,1,0,50,0,-50
13151,1,1,26,1977,1951
13152,1,1,432,1878,1446
13153,0,0,48,0,-48
13154,1,0,5,0,-5
13155,0,0,39,0,-39
13156,1,0,16,0,-16
13157,1,1,487,1327,840
13158,0,0,99,0,-99
13159,1,1,863,1372,509
13160,0,0,27,0,-27
13161,1,0,9,0,-9
13162,1,0,14,0,-14
13163,1,0,102,0,-102
13164,0,0,10,0,-10
13165,0,0,6,0,-6
13166,1,0,1,0,-1
13167,1,0,25,0,-25
13168,1,1,355,1306,951
13169,0,0,107,0,-107
13170,0,0,12,0,-12
13171,1,0,38,0,-38
13172,0,0,27,0,-27
13173,0,0,17,0,-17
13174,0,0,115,0,-115
13175,1,0,70,0,-70
13176,1,0,47,0,-47
13177,0,0,64,0,-64
13178,1,0,101,0,-101
13179,1,1,364,1496,1132
13180,0,0,19,0,-19
13181,0,0,34,0,-34
13182,1,0,8,0,-8
13183,1,0,7,0,-7
13184,1,1,115,1376,1261
13185,0,0,50,0,-50
13186,0,0,23,0,-23
13187,1,1,164,1393,1229
13188,1,0,232,0,-232
13189,0,0,2,0,-2
13190,1,1,25,1978,1953
13191,0,0,38,0,-38
13192,0,0,41,0,-41
13193,0,0,47,0,-47
13194,0,0,4,0,-4
13195,0,0,178,0,-178
13196,1,0,6,0,-6
13197,1,0,72,0,-72
13198,0,0,147,0,-147
13199,1,0,8,0,-8
13200,1,0,23,0,-23
13201,0,0,76,0,-76
13202,1,0,17,0,-17
13203,0,0,87,0,-87
13204,1,1,492,1704,1212
13205,0,0,13,0,-13
13206,1,0,7,0,-7
13207,1,0,16,0,-16
13208,0,0,3,0,-3
13209,1,1,540,1623,1083
13210,0,0,25,0,-25
13211,0,0,85,0,-85
13212,0,0,79,0,-79
13213,1,1,324,1259,935
13214,0,0,177,0,-177
13215,0,0,21,0,-21
13216,0,0,93,0,-93
13217,1,0,90,0,-90
13218,0,0,53,0,-53
13219,1,0,13,0,-13
13220,0,0,75,0,-75
13221,1,1,292,1285,993
13222,1,1,2155,1424,-731
13223,0,0,79,0,-79
13224,1,1,745,1228,483
13225,1,1,483,1227,744
13226,1,0,27,0,-27
13227,1,1,61,1735,1674
13228,1,1,146,1579,1433
13229,1,0,12,0,-12
13230,0,0,3,0,-3
13231,0,0,45,0,-45
13232,0,0,18,0,-18
13233,0,0,0,0,0
13234,0,0,20,0,-20
13235,0,0,3,0,-3
13236,1,1,393,1254,861
13237,0,0,11,0,-11
13238,0,0,84,0,-84
13239,1,0,6,0,-6
13240,1,1,425,1564,1139
13241,1,0,23,0,-23
13242,0,0,21,0,-21
13243,1,0,2,0,-2
13244,1,1,155,1606,1451
13245,0,0,153,0,-153
13246,1,1,94,1291,1197
13247,1,0,0,0,0
13248,0,0,12,0,-12
13249,1,1,441,1440,999
13250,0,0,55,0,-55
13251,1,1,1067,1894,827
13252,1,0,2,0,-2
13253,1,0,15,0,-15
13254,0,0,1,0,-1
13255,0,0,85,0,-85
13256,0,0,85,0,-85
13257,1,0,27,0,-27
13258,0,0,51,0,-51
13259,0,0,76,0,-76
13260,1,0,0,0,0
13261,0,0,28,0,-28
13262,1,0,32,0,-32
13263,0,0,78,0,-78
13264,1,0,2,0,-2
13265,0,0,118,0,-118
13266,0,0,1,0,-1
13267,1,1,1355,1261,-94
13268,0,0,15,0,-15
13269,1,0,4,0,-4
13270,0,0,23,0,-23
13271,1,0,32,0,-32
13272,1,0,3,0,-3
13273,0,0,105,0,-105
13274,0,0,10,0,-10
13275,1,1,652,1466,814
13276,1,0,52,0,-52
13277,1,0,25,0,-25
13278,0,0,18,0,-18
13279,0,0,7,0,-7
13280,0,0,6,0,-6
13281,0,0,79,0,-79
13282,1,1,180,1351,1171
13283,1,0,13,0,-13
13284,1,1,71,1211,1140
13285,1,1,254,1516,1262
13286,0,0,11,0,-11
13287,0,0,26,0,-26
13288,1,0,7,0,-7
13289,0,0,142,0,-142
13290,0,0,38,0,-38
13291,0,0,14,0,-14
13292,0,0,13,0,-13
13293,1,1,266,1203,937
13294,1,0,145,0,-145
13295,0,0,59,0,-59
13296,0,0,4,0,-4
13297,0,0,97,0,-97
13298,0,0,9,0,-9
13299,1,0,23,0,-23
13300,1,1,1042,3338,2296
13301,1,0,7,0,-7
13302,1,1,440,3020,2580
13303,1,1,217,1374,1157
13304,0,0,125,0,-125
13305,0,0,58,0,-58
13306,0,0,68,0,-68
13307,1,1,1748,1349,-399
13308,1,1,460,1303,843
13309,1,1,63,1268,1205
13310,1,0,27,0,-27
13311,1,0,75,0,-75
13312,0,0,241,0,-241
13313,0,0,117,0,-117
13314,1,0,50,0,-50
13315,1,1,1238,1306,68
13316,0,0,9,0,-9
13317,1,0,56,0,-56
13318,0,0,142,0,-142
13319,0,0,12,0,-12
13320,0,0,64,0,-64
13321,1,1,402,3107,2705
13322,0,0,56,0,-56
13323,1,0,6,0,-6
13324,0,0,17,0,-17
13325,0,0,68,0,-68
13326,1,0,65,0,-65
13327,1,0,0,0,0
13328,1,0,187,0,-187
13329,1,1,829,1334,505
13330,1,0,9,0,-9
13331,0,0,4,0,-4
13332,0,0,44,0,-44
13333,0,0,65,0,-65
13334,1,1,205,1841,1636
13335,1,1,80,1451,1371
13336,1,0,133,0,-133
13337,1,1,847,1604,757
13338,1,0,17,0,-17
13339,0,0,58,0,-58
13340,1,1,78,2831,2753
13341,0,0,150,0,-150
13342,0,0,10,0,-10
13343,0,0,113,0,-113
13344,1,0,72,0,-72
13345,1,0,4,0,-4
13346,0,0,75,0,-75
13347,1,1,563,1324,761
13348,1,0,4,0,-4
13349,1,0,189,0,-189
13350,1,0,236,0,-236
13351,0,0,51,0,-51
13352,0,0,32,0,-32
13353,1,0,60,0,-60
13354,1,1,1194,1500,306
13355,1,1,170,1267,1097
13356,1,1,1234,1231,-3
13357,1,1,536,2371,1835
13358,0,0,38,0,-38
13359,1,0,23,0,-23
13360,1,1,101,1251,1150
13361,0,0,29,0,-29
13362,0,0,70,0,-70
13363,0,0,0,0,0
13364,0,0,59,0,-59
13365,0,0,36,0,-36
13366,0,0,3,0,-3
13367,0,0,81,0,-81
13368,0,0,7,0,-7
13369,1,0,40,0,-40
13370,1,1,370,1915,1545
13371,1,0,27,0,-27
13372,0,0,47,0,-47
13373,1,0,238,0,-238
13374,0,0,69,0,-69
13375,0,0,13,0,-13
13376,1,0,32,0,-32
13377,1,0,8,0,-8
13378,0,0,3,0,-3
13379,1,0,20,0,-20
13380,0,0,50,0,-50
13381,1,0,16,0,-16
13382,1,1,1238,2049,811
13383,1,0,104,0,-104
13384,1,0,9,0,-9
13385,0,0,93,0,-93
13386,0,0,20,0,-20
13387,0,0,81,0,-81
13388,0,0,41,0,-41
13389,0,0,13,0,-13
13390,1,0,108,0,-108
13391,1,0,94,0,-94
13392,1,1,913,2843,1930
13393,0,0,30,0,-30
13394,1,0,93,0,-93
13395,1,0,0,0,0
13396,1,1,319,1330,1011
13397,0,0,70,0,-70
13398,1,1,1124,1468,344
13399,0,0,23,0,-23
13400,1,1,850,1267,417
13401,1,0,181,0,-181
13402,1,1,171,1334,1163
13403,1,0,27,0,-27
13404,0,0,25,0,-25
13405,1,0,100,0,-100
13406,0,0,19,0,-19
13407,0,0,38,0,-38
13408,1,0,75,0,-75
13409,0,0,11,0,-11
13410,1,1,658,2078,1420
13411,1,1,31,1673,1642
13412,1,0,158,0,-158
13413,0,0,0,0,0
13414,1,1,152,1432,1280
13415,1,0,98,0,-98
13416,0,0,35,0,-35
13417,0,0,35,0,-35
13418,0,0,24,0,-24
13419,1,0,29,0,-29
13420,1,1,30,1224,1194
13421,1,1,417,1230,813
13422,1,0,48,0,-48
13423,1,1,521,1490,969
13424,0,0,224,0,-224
13425,0,0,7,0,-7
13426,1,0,78,0,-78
13427,0,0,5,0,-5
13428,0,0,3,0,-3
13429,1,0,40,0,-40
13430,0,0,30,0,-30
13431,1,1,133,1227,1094
13432,1,1,431,2236,1805
13433,0,0,23,0,-23
13434,0,0,71,0,-71
13435,1,1,224,2128,1904
13436,0,0,133,0,-133
13437,1,1,1421,1657,236
13438,0,0,27,0,-27
13439,0,0,112,0,-112
13440,1,1,91,1461,1370
13441,1,0,81,0,-81
13442,1,1,166,1229,1063
13443,0,0,35,0,-35
13444,1,0,72,0,-72
13445,0,0,65,0,-65
13446,0,0,3,0,-3
13447,1,0,59,0,-59
13448,1,0,2,0,-2
13449,0,0,30,0,-30
13450,0,0,3,0,-3
13451,1,0,30,0,-30
13452,1,0,47,0,-47
13453,1,1,723,1422,699
13454,1,0,3,0,-3
13455,1,0,6,0,-6
13456,1,0,14,0,-14
13457,1,0,48,0,-48
13458,0,0,32,0,-32
13459,1,0,1,0,-1
13460,0,0,9,0,-9
13461,1,0,19,0,-19
13462,0,0,94,0,-94
13463,1,0,48,0,-48
13464,1,0,45,0,-45
13465,1,1,165,1546,1381
13466,1,1,104,1245,1141
13467,1,1,1119,1582,463
13468,1,0,19,0,-19
13469,0,0,13,0,-13
13470,1,0,151,0,-151
13471,0,0,74,0,-74
13472,1,0,17,0,-17
13473,0,0,51,0,-51
13474,1,0,12,0,-12
13475,1,1,365,1581,1216
13476,1,1,227,1416,1189
13477,1,0,7,0,-7
13478,0,0,0,0,0
13479,1,1,724,1677,953
13480,1,1,38,1225,1187
13481,0,0,79,0,-79
13482,1,1,964,1462,498
13483,1,0,60,0,-60
13484,1,1,314,1262,948
13485,1,1,2078,1244,-834
13486,1,0,56,0,-56
13487,0,0,64,0,-64
13488,1,1,361,1226,865
13489,1,0,101,0,-101
13490,1,1,309,2860,2551
13491,1,1,73,1388,1315
13492,1,1,244,1493,1249
13493,1,1,730,2007,1277
13494,0,0,2,0,-2
13495,0,0,71,0,-71
13496,1,1,74,2459,2385
13497,1,0,11,0,-11
13498,0,0,26,0,-26
13499,0,0,3,0,-3
13500,0,0,226,0,-226
13501,1,0,10,0,-10
13502,0,0,26,0,-26
13503,1,1,349,1601,1252
13504,1,1,712,1772,1060
13505,0,0,5,0,-5
13506,1,0,42,0,-42
