ID,Флаг дозвона,Флаг продажи,Расходы,PV,NPV
12414,0,0,2,0,-2
12415,1,1,80,1298,1218
12416,1,0,83,0,-83
12417,1,1,384,2564,2180
12418,1,1,832,1405,573
12419,0,0,39,0,-39
12420,1,0,10,0,-10
12421,1,0,140,0,-140
12422,1,0,52,0,-52
12423,0,0,40,0,-40
12424,1,1,667,1502,835
12425,1,1,1161,4034,2873
12426,1,0,37,0,-37
12427,0,0,37,0,-37
12428,1,1,349,3168,2819
12429,0,0,22,0,-22
12430,1,1,247,2507,2260
12431,1,0,1,0,-1
12432,0,0,1,0,-1
12433,0,0,67,0,-67
12434,1,0,0,0,0
12435,0,0,262,0,-262
12436,1,1,726,1599,873
12437,1,1,396,1420,1024
12438,1,1,300,1685,1385
12439,0,0,47,0,-47
12440,1,0,2,0,-2
12441,1,1,266,1238,972
12442,0,0,15,0,-15
12443,1,1,80,2174,2094
12444,1,1,1148,1439,291
12445,1,1,63,1226,1163
12446,0,0,44,0,-44
12447,1,0,13,0,-13
12448,1,1,247,1884,1637
12449,1,0,78,0,-78
12450,0,0,90,0,-90
12451,1,0,66,0,-66
12452,1,1,682,1299,617
12453,0,0,9,0,-9
12454,0,0,62,0,-62
12455,1,1,87,1353,1266
12456,1,0,27,0,-27
12457,1,1,513,1402,889
12458,0,0,22,0,-22
12459,1,1,512,1334,822
12460,0,0,142,0,-142
12461,1,1,264,1400,1136
12462,0,0,134,0,-134
12463,0,0,0,0,0
12464,0,0,27,0,-27
12465,1,0,158,0,-158
12466,1,0,13,0,-13
12467,1,0,76,0,-76
12468,1,1,200,1278,1078
12469,1,0,6,0,-6
12470,1,0,0,0,0
12471,1,1,1156,1501,345
12472,1,0,33,0,-33
12473,1,1,166,1585,1419
12474,1,1,246,1466,1220
12475,0,0,116,0,-116
12476,1,1,459,1355,896
12477,1,0,58,0,-58
12478,0,0,4,0,-4
12479,1,1,476,1748,1272
12480,0,0,169,0,-169
12481,1,0,8,0,-8
12482,0,0,28,0,-28
12483,0,0,4,0,-4
12484,1,1,580,1205,625
12485,0,0,63,0,-63
12486,1,1,575,1203,628
12487,0,0,0,0,0
12488,1,0,86,0,-86
12489,1,0,42,0,-42
12490,0,0,32,0,-32
12491,0,0,129,0,-129
12492,0,0,8,0,-8
12493,1,0,2,0,-2
12494,0,0,4,0,-4
12495,0,0,8,0,-8
12496,0,0,13,0,-13
12497,1,0,97,0,-97
12498,0,0,60,0,-60
12499,0,0,17,0,-17
12500,1,0,16,0,-16
12501,1,1,1047,2059,1012
12502,1,1,1436,1982,546
12503,1,1,235,2621,2386
12504,0,0,32,0,-32
12505,1,1,181,2092,1911
12506,0,0,81,0,-81
12507,0,0,85,0,-85
12508,0,0,121,0,-121
12509,0,0,49,0,-49
12510,1,1,77,1285,1208
12511,0,0,81,0,-81
12512,0,0,184,0,-184
12513,0,0,9,0,-9
12514,0,0,83,0,-83
12515,0,0,31,0,-31
12516,1,0,1,0,-1
12517,0,0,52,0,-52
12518,1,0,9,0,-9
12519,0,0,67,0,-67
12520,0,0,90,0,-90
12521,1,1,143,1209,1066
12522,1,1,482,1204,722
12523,0,0,22,0,-22
12524,0,0,88,0,-88
12525,0,0,62,0,-62
12526,1,0,2,0,-2
12527,0,0,34,0,-34
12528,1,1,946,1319,373
12529,1,1,171,1340,1169
12530,0,0,136,0,-136
12531,1,1,884,1275,391
12532,0,0,5,0,-5
12533,1,0,41,0,-41
12534,0,0,51,0,-51
12535,0,0,22,0,-22
12536,1,1,525,1324,799
12537,0,0,80,0,-80
12538,0,0,26,0,-26
12539,0,0,36,0,-36
12540,1,0,104,0,-104
12541,0,0,29,0,-29
12542,1,1,599,1426,827
12543,1,1,18,1352,1334
12544,1,1,172,1789,1617
12545,0,0,121,0,-121
12546,1,1,269,2052,1783
12547,1,0,5,0,-5
12548,1,1,1182,1529,347
12549,1,1,472,1981,1509
12550,0,0,7,0,-7
12551,1,0,101,0,-101
12552,0,0,119,0,-119
12553,1,0,72,0,-72
12554,1,1,307,1306,999
12555,1,0,61,0,-61
12556,1,1,937,1625,688
12557,0,0,5,0,-5
12558,0,0,43,0,-43
12559,0,0,87,0,-87
12560,0,0,28,0,-28
12561,1,1,759,1370,611
12562,1,1,268,1357,1089
12563,1,1,190,1487,1297
12564,1,0,14,0,-14
12565,1,1,326,1308,982
12566,0,0,115,0,-115
12567,1,0,99,0,-99
12568,1,1,2212,1460,-752
12569,1,0,77,0,-77
12570,0,0,31,0,-31
12571,1,0,0,0,0
12572,0,0,34,0,-34
12573,1,0,60,0,-60
12574,1,1,1770,1596,-174
12575,1,1,92,1321,1229
12576,0,0,6,0,-6
12577,1,1,282,1233,951
12578,1,0,77,0,-77
12579,0,0,78,0,-78
12580,1,0,37,0,-37
12581,0,0,372,0,-372
12582,0,0,28,0,-28
12583,1,0,46,0,-46
12584,0,0,26,0,-26
12585,1,0,203,0,-203
12586,1,1,2090,1276,-814
12587,1,0,124,0,-124
12588,0,0,45,0,-45
12589,0,0,0,0,0
12590,1,0,36,0,-36
12591,1,0,64,0,-64
12592,1,1,188,1212,1024
12593,1,1,1204,1413,209
12594,0,0,21,0,-21
12595,1,0,5,0,-5
12596,0,0,34,0,-34
12597,0,0,31,0,-31
12598,1,0,2,0,-2
12599,1,0,9,0,-9
12600,0,0,57,0,-57
12601,1,1,203,1502,1299
12602,0,0,64,0,-64
12603,0,0,24,0,-24
12604,1,1,86,1414,1328
12605,1,0,4,0,-4
12606,1,1,432,1571,1139
12607,0,0,40,0,-40
12608,1,1,261,1471,1210
12609,1,1,1467,1536,69
12610,1,1,233,1609,1376
12611,0,0,23,0,-23
12612,1,0,121,0,-121
12613,1,1,718,1339,621
12614,1,1,728,1447,719
12615,0,0,4,0,-4
12616,1,0,24,0,-24
12617,1,1,61,1238,1177
12618,1,0,30,0,-30
12619,1,1,611,1590,979
12620,0,0,5,0,-5
12621,1,1,1062,1398,336
12622,1,1,638,1375,737
12623,0,0,63,0,-63
12624,0,0,27,0,-27
12625,1,0,56,0,-56
12626,0,0,246,0,-246
12627,1,1,1620,1777,157
12628,1,1,165,1714,1549
12629,1,0,78,0,-78
12630,1,0,107,0,-107
12631,1,0,177,0,-177
12632,1,1,818,1273,455
12633,0,0,15,0,-15
12634,0,0,7,0,-7
12635,1,1,488,2073,1585
12636,0,0,33,0,-33
12637,1,0,0,0,0
12638,1,0,15,0,-15
12639,1,1,205,1421,1216
12640,0,0,159,0,-159
12641,1,0,28,0,-28
12642,0,0,5,0,-5
12643,0,0,125,0,-125
12644,0,0,73,0,-73
12645,0,0,23,0,-23
12646,1,0,159,0,-159
12647,0,0,7,0,-7
12648,1,0,6,0,-6
12649,1,1,145,1617,1472
12650,1,1,300,1289,989
12651,1,1,675,1382,707
12652,0,0,150,0,-150
12653,1,1,597,1779,1182
12654,0,0,3,0,-3
12655,1,1,42,1201,1159
12656,1,0,13,0,-13
12657,1,1,436,1422,986
12658,1,1,226,1203,977
12659,1,1,213,1398,1185
12660,0,0,16,0,-16
12661,0,0,27,0,-27
12662,1,1,601,4345,3744
12663,1,1,1325,1638,313
12664,1,1,273,2484,2211
12665,1,0,84,0,-84
12666,1,0,3,0,-3
12667,0,0,66,0,-66
12668,1,0,26,0,-26
12669,0,0,56,0,-56
12670,1,1,18,1510,1492
12671,1,0,9,0,-9
12672,0,0,18,0,-18
12673,0,0,32,0,-32
12674,1,0,9,0,-9
12675,0,0,12,0,-12
12676,0,0,8,0,-8
12677,1,1,207,1434,1227
12678,0,0,177,0,-177
12679,1,0,9,0,-9
12680,1,1,2430,1338,-1092
12681,0,0,5,0,-5
12682,0,0,28,0,-28
12683,1,1,454,2077,1623
12684,0,0,144,0,-144
12685,1,1,652,1438,786
12686,0,0,17,0,-17
12687,1,0,74,0,-74
12688,1,0,17,0,-17
12689,1,1,309,1658,1349
12690,0,0,144,0,-144
12691,1,0,18,0,-18
12692,0,0,125,0,-125
12693,0,0,18,0,-18
12694,1,1,111,1232,1121
12695,1,0,83,0,-83
12696,1,0,50,0,-50
12697,1,0,7,0,-7
12698,0,0,32,0,-32
12699,1,0,96,0,-96
12700,0,0,15,0,-15
12701,1,1,386,1749,1363
12702,1,1,421,1308,887
12703,1,0,52,0,-52
12704,0,0,4,0,-4
12705,1,0,35,0,-35
12706,0,0,15,0,-15
12707,0,0,0,0,0
12708,1,1,182,1429,1247
12709,0,0,0,0,0
12710,0,0,29,0,-29
12711,0,0,120,0,-120
12712,1,0,41,0,-41
12713,0,0,74,0,-74
12714,0,0,27,0,-27
12715,1,1,171,5612,5441
12716,0,0,46,0,-46
12717,0,0,3,0,-3
12718,0,0,50,0,-50
12719,1,1,207,1465,1258
12720,1,1,584,1324,740
12721,1,0,25,0,-25
12722,0,0,42,0,-42
12723,0,0,62,0,-62
12724,1,1,272,1315,1043
12725,0,0,25,0,-25
12726,0,0,43,0,-43
12727,1,0,180,0,-180
12728,1,1,194,1536,1342
12729,1,1,97,1877,1780
12730,0,0,5,0,-5
12731,0,0,197,0,-197
12732,1,0,43,0,-43
12733,1,1,1996,1507,-489
12734,1,1,356,1674,1318
12735,1,1,774,1463,689
12736,1,0,3,0,-3
12737,1,1,263,1230,967
12738,0,0,130,0,-130
12739,0,0,0,0,0
12740,1,0,0,0,0
12741,1,1,1125,1474,349
12742,1,0,22,0,-22
12743,1,0,11,0,-11
12744,1,0,98,0,-98
12745,1,0,12,0,-12
12746,0,0,79,0,-79
12747,1,1,318,1275,957
12748,1,0,150,0,-150
12749,1,1,231,1286,1055
12750,0,0,35,0,-35
12751,1,1,449,1202,753
12752,0,0,8,0,-8
12753,0,0,65,0,-65
12754,1,1,967,1657,690
12755,1,0,57,0,-57
12756,0,0,105,0,-105
12757,0,0,88,0,-88
12758,0,0,15,0,-15
12759,0,0,1,0,-1
12760,1,0,40,0,-40
12761,0,0,47,0,-47
12762,0,0,18,0,-18
12763,1,1,353,1333,980
12764,1,0,12,0,-12
12765,1,0,72,0,-72
12766,1,0,134,0,-134
12767,1,0,99,0,-99
12768,1,1,594,1741,1147
12769,0,0,1,0,-1
12770,1,1,399,1552,1153
12771,0,0,0,0,0
12772,0,0,4,0,-4
12773,0,0,28,0,-28
12774,0,0,82,0,-82
12775,1,0,169,0,-169
12776,1,1,1420,1293,-127
12777,1,1,518,1211,693
12778,1,1,560,1206,646
12779,1,0,32,0,-32
12780,0,0,99,0,-99
12781,1,1,56,2000,1944
12782,0,0,82,0,-82
12783,0,0,115,0,-115
12784,0,0,11,0,-11
12785,0,0,14,0,-14
12786,0,0,106,0,-106
12787,0,0,78,0,-78
12788,0,0,50,0,-50
12789,0,0,18,0,-18
12790,1,0,25,0,-25
12791,1,0,151,0,-151
12792,1,0,40,0,-40
12793,1,1,110,1218,1108
12794,0,0,9,0,-9
12795,1,1,480,1470,990
12796,0,0,2,0,-2
12797,1,0,34,0,-34
12798,1,1,312,1641,1329
12799,1,0,48,0,-48
12800,0,0,46,0,-46
12801,1,1,1070,1656,586
12802,1,0,55,0,-55
12803,0,0,56,0,-56
12804,1,1,89,1562,1473
12805,1,0,195,0,-195
12806,1,0,179,0,-179
12807,1,0,36,0,-36
12808,0,0,11,0,-11
12809,0,0,55,0,-55
12810,1,1,485,1472,987
12811,1,0,67,0,-67
12812,1,0,70,0,-70
12813,1,1,617,1513,896
12814,0,0,29,0,-29
12815,0,0,19,0,-19
12816,1,1,1398,1906,508
12817,0,0,20,0,-20
12818,1,1,650,1411,761
12819,1,0,70,0,-70
12820,1,0,79,0,-79
12821,1,1,513,5305,4792
12822,1,0,4,0,-4
12823,0,0,109,0,-109
12824,0,0,30,0,-30
12825,1,1,1497,2453,956
12826,0,0,3,0,-3
12827,1,0,19,0,-19
12828,1,1,604,1471,867
12829,1,0,88,0,-88
12830,0,0,83,0,-83
12831,1,0,26,0,-26
12832,1,0,75,0,-75
12833,0,0,13,0,-13
12834,1,1,653,2024,1371
12835,1,0,8,0,-8
12836,1,0,9,0,-9
12837,1,0,19,0,-19
12838,1,0,10,0,-10
12839,1,1,39,2004,1965
12840,0,0,82,0,-82
12841,1,0,50,0,-50
12842,0,0,51,0,-51
12843,1,0,53,0,-53
12844,0,0,52,0,-52
12845,1,1,258,1554,1296
12846,1,1,357,1364,1007
12847,0,0,14,0,-14
12848,1,0,82,0,-82
12849,1,1,921,1406,485
12850,1,1,34,1945,1911
12851,1,0,13,0,-13
12852,1,0,63,0,-63
12853,1,1,88,1202,1114
12854,1,0,92,0,-92
12855,1,0,100,0,-100
12856,0,0,9,0,-9
12857,0,0,44,0,-44
12858,1,1,515,1560,1045
12859,1,1,668,1422,754
12860,1,1,335,1639,1304
12861,0,0,10,0,-10
12862,1,1,1061,1462,401
12863,1,0,28,0,-28
12864,0,0,96,0,-96
12865,0,0,138,0,-138
12866,1,1,1253,1274,21
12867,0,0,165,0,-165
12868,1,0,111,0,-111
12869,1,1,42,1204,1162
12870,1,0,0,0,0
12871,1,1,844,1490,646
12872,0,0,20,0,-20
12873,1,1,47,1362,1315
12874,1,0,44,0,-44
12875,1,1,526,1466,940
12876,1,1,226,2640,2414
12877,0,0,151,0,-151
12878,1,0,147,0,-147
12879,0,0,8,0,-8
12880,0,0,55,0,-55
12881,1,1,140,1223,1083
12882,1,0,21,0,-21
12883,0,0,195,0,-195
12884,1,0,7,0,-7
12885,1,1,422,1319,897
12886,1,0,0,0,0
12887,1,1,40,2045,2005
12888,1,1,25,1485,1460
12889,1,1,114,1284,1170
12890,1,0,65,0,-65
12891,1,1,103,1207,1104
12892,1,1,108,1343,1235
12893,1,0,33,0,-33
12894,1,1,224,3614,3390
12895,1,0,115,0,-115
12896,0,0,6,0,-6
12897,0,0,11,0,-11
12898,1,1,295,1234,939
12899,1,1,208,2107,1899
12900,0,0,75,0,-75
12901,0,0,78,0,-78
12902,1,1,118,1766,1648
12903,1,1,251,1321,1070
12904,1,1,933,1319,386
12905,1,0,156,0,-156
12906,0,0,0,0,0
12907,1,0,43,0,-43
12908,1,0,30,0,-30
12909,1,1,245,1736,1491
12910,1,1,195,1235,1040
12911,1,1,520,1324,804
12912,1,1,131,1240,1109
12913,0,0,4,0,-4
12914,1,0,70,0,-70
12915,1,1,2492,1399,-1093
12916,0,0,90,0,-90
12917,0,0,10,0,-10
12918,1,0,31,0,-31
12919,0,0,34,0,-34
12920,0,0,59,0,-59
12921,1,0,196,0,-196
12922,0,0,21,0,-21
12923,1,1,79,1210,1131
12924,1,0,124,0,-124
12925,0,0,88,0,-88
12926,1,0,270,0,-270
12927,0,0,63,0,-63
12928,1,0,19,0,-19
12929,1,1,508,1668,1160
12930,0,0,0,0,0
12931,1,1,380,1493,1113
12932,0,0,79,0,-79
12933,0,0,41,0,-41
12934,1,1,170,1465,1295
12935,1,0,74,0,-74
12936,0,0,83,0,-83
12937,0,0,53,0,-53
12938,0,0,13,0,-13
12939,0,0,7,0,-7
12940,1,1,57,1672,1615
12941,1,0,151,0,-151
12942,1,0,123,0,-123
12943,1,0,58,0,-58
12944,0,0,92,0,-92
12945,0,0,14,0,-14
12946,1,1,939,1495,556
12947,1,1,198,1210,1012
12948,1,0,49,0,-49
12949,0,0,115,0,-115
12950,1,0,21,0,-21
12951,0,0,34,0,-34
12952,0,0,3,0,-3
12953,0,0,20,0,-20
12954,0,0,13,0,-13
12955,1,1,1624,2395,771
12956,0,0,14,0,-14
12957,0,0,1,0,-1
12958,1,0,2,0,-2
12959,1,1,630,2026,1396
12960,0,0,44,0,-44
12961,0,0,36,0,-36
12962,0,0,59,0,-59
12963,0,0,17,0,-17
12964,1,1,874,1759,885
12965,1,1,223,1236,1013
12966,0,0,82,0,-82
12967,0,0,22,0,-22
12968,0,0,10,0,-10
12969,1,0,15,0,-15
12970,1,1,260,4055,3795
12971,0,0,11,0,-11
12972,1,0,17,0,-17
12973,1,0,26,0,-26
12974,0,0,52,0,-52
12975,0,0,10,0,-10
12976,1,1,218,1335,1117
12977,1,1,1101,1231,130
12978,0,0,43,0,-43
12979,1,1,856,1508,652
12980,1,0,59,0,-59
12981,0,0,22,0,-22
12982,1,1,309,1205,896
12983,0,0,124,0,-124
12984,0,0,15,0,-15
12985,0,0,4,0,-4
12986,1,0,30,0,-30
12987,0,0,139,0,-139
12988,0,0,18,0,-18
12989,1,0,19,0,-19
12990,1,0,44,0,-44
12991,1,1,733,2370,1637
12992,1,1,178,1371,1193
12993,0,0,4,0,-4
12994,1,0,51,0,-51
12995,0,0,22,0,-22
12996,0,0,48,0,-48
12997,1,1,406,1438,1032
12998,0,0,170,0,-170
12999,0,0,19,0,-19
13000,1,1,528,1301,773
13001,1,0,2,0,-2
13002,0,0,51,0,-51
13003,0,0,33,0,-33
13004,1,0,85,0,-85
13005,0,0,88,0,-88
13006,1,1,107,1381,1274
13007,0,0,36,0,-36
13008,0,0,139,0,-139
13009,1,0,16,0,-16
13010,0,0,2,0,-2
13011,0,0,186,0,-186
13012,0,0,4,0,-4
13013,0,0,8,0,-8
13014,0,0,61,0,-61
13015,1,0,15,0,-15
13016,1,0,21,0,-21
13017,0,0,95,0,-95
13018,1,1,388,1239,851
13019,1,1,298,1547,1249
13020,1,1,1984,2200,216
13021,0,0,55,0,-55
13022,1,1,357,1209,852
13023,0,0,12,0,-12
13024,0,0,61,0,-61
13025,0,0,2,0,-2
13026,1,1,30,1689,1659
13027,0,0,9,0,-9
13028,0,0,19,0,-19
13029,1,1,646,1207,561
13030,1,1,231,1493,1262
13031,0,0,22,0,-22
13032,0,0,69,0,-69
13033,1,1,758,1321,563
13034,1,1,1176,1333,157
13035,0,0,177,0,-177
13036,1,1,1058,1477,419
13037,1,1,37,1203,1166
13038,1,1,262,2140,1878
13039,1,1,175,1757,1582
13040,0,0,12,0,-12
13041,1,0,32,0,-32
13042,0,0,17,0,-17
13043,0,0,11,0,-11
13044,1,1,606,1720,1114
13045,1,1,607,1238,631
13046,1,1,213,1222,1009
13047,0,0,19,0,-19
13048,0,0,30,0,-30
13049,1,0,12,0,-12
13050,1,1,681,1320,639
13051,0,0,19,0,-19
13052,1,0,84,0,-84
13053,1,1,1058,1255,197
13054,1,1,803,1659,856
13055,1,0,64,0,-64
13056,1,0,3,0,-3
13057,0,0,19,0,-19
13058,1,0,4,0,-4
13059,0,0,12,0,-12
13060,0,0,15,0,-15
13061,0,0,10,0,-10
13062,1,1,114,1342,1228
13063,1,1,92,1208,1116
13064,0,0,39,0,-39
13065,1,1,274,1262,988
13066,0,0,0,0,0
13067,1,0,24,0,-24
13068,0,0,27,0,-27
13069,1,0,44,0,-44
13070,0,0,3,0,-3
13071,0,0,19,0,-19
13072,1,0,103,0,-103
13073,0,0,24,0,-24
13074,1,0,20,0,-20
13075,1,1,121,1220,1099
13076,1,0,16,0,-16
13077,0,0,8,0,-8
13078,0,0,56,0,-56
13079,0,0,152,0,-152
13080,1,0,8,0,-8
13081,1,0,11,0,-11
13082,1,0,34,0,-34
13083,0,0,14,0,-14
13084,1,1,196,1322,1126
13085,0,0,87,0,-87
13086,1,0,41,0,-41
13087,0,0,7,0,-7
13088,1,0,49,0,-49
13089,0,0,169,0,-169
13090,0,0,64,0,-64
13091,0,0,57,0,-57
13092,1,0,0,0,0
13093,1,0,62,0,-62
13094,1,0,67,0,-67
13095,1,0,51,0,-51
13096,1,1,1092,1357,265
13097,1,0,18,0,-18
13098,0,0,51,0,-51
13099,1,1,91,1795,1704
13100,0,0,125,0,-125
13101,1,0,31,0,-31
13102,0,0,113,0,-113
13103,1,1,449,1480,1031
13104,1,1,737,1351,614
13105,0,0,1,0,-1
13106,0,0,31,0,-31
13107,0,0,35,0,-35
13108,0,0,28,0,-28
13109,1,1,227,1204,977
13110,0,0,100,0,-100
13111,0,0,135,0,-135
13112,0,0,13,0,-13
13113,1,0,11,0,-11
13114,1,0,22,0,-22
13115,1,1,1065,1274,209
13116,1,1,236,1587,1351
13117,0,0,153,0,-153
13118,1,1,409,1244,835
13119,1,0,108,0,-108
13120,0,0,24,0,-24
13121,1,0,128,0,-128
13122,0,0,77,0,-77
13123,0,0,150,0,-150
13124,0,0,46,0,-46
13125,1,0,70,0,-70
13126,1,1,778,1709,931
13127,0,0,91,0,-91
13128,1,0,151,0,-151
13129,0,0,24,0,-24
13130,1,1,249,1235,986
13131,1,0,28,0,-28
13132,1,1,707,2802,2095
13133,1,0,48,0,-48
13134,1,1,380,1994,1614
13135,0,0,0,0,0
13136,1,0,61,0,-61
13137,1,1,688,1282,594
13138,1,1,116,1436,1320
13139,0,0,5,0,-5
13140,0,0,7,0,-7
13141,1,0,19,0,-19
13142,1,1,313,1240,927
13143,0,0,23,0,-23
13144,1,1,433,1348,915
13145,1,0,15,0,-15
13146,0,0,280,0,-280
13147,0,0,17,0,-17
13148,1,1,179,1418,1239
13149,1,1,256,1361,1105
13150,0,0,42,0,-42
13151,1,0,141,0,-141
13152,0,0,7,0,-7
13153,1,1,377,1227,850
13154,0,0,4,0,-4
13155,1,0,7,0,-7
13156,1,0,50,0,-50
13157,0,0,96,0,-96
13158,1,0,190,0,-190
13159,1,1,714,2217,1503
13160,0,0,10,0,-10
13161,0,0,10,0,-10
13162,1,1,1559,1344,-215
13163,1,0,21,0,-21
13164,1,0,61,0,-61
13165,0,0,57,0,-57
13166,0,0,8,0,-8
13167,0,0,34,0,-34
13168,0,0,54,0,-54
13169,1,1,154,1468,1314
13170,0,0,40,0,-40
13171,0,0,90,0,-90
13172,1,1,476,1256,780
13173,1,0,90,0,-90
13174,0,0,112,0,-112
13175,0,0,66,0,-66
13176,1,1,1017,1865,848
13177,1,0,12,0,-12
13178,0,0,4,0,-4
13179,1,1,163,2514,2351
13180,1,0,1,0,-1
13181,1,0,54,0,-54
13182,0,0,67,0,-67
13183,1,0,19,0,-19
13184,1,1,318,1295,977
13185,1,1,243,1789,1546
13186,1,1,660,1528,868
13187,0,0,123,0,-123
13188,0,0,92,0,-92
13189,0,0,36,0,-36
13190,1,0,4,0,-4
13191,1,1,1373,1428,55
13192,1,1,308,1258,950
13193,1,1,44,1541,1497
13194,1,0,61,0,-61
13195,1,0,32,0,-32
13196,0,0,53,0,-53
13197,1,1,617,1645,1028
13198,1,0,212,0,-212
13199,1,1,821,1729,908
13200,1,1,820,1480,660
13201,1,0,75,0,-75
13202,1,0,56,0,-56
13203,0,0,3,0,-3
13204,0,0,24,0,-24
13205,0,0,15,0,-15
13206,1,1,64,1334,1270
13207,1,1,248,1353,1105
13208,0,0,49,0,-49
13209,1,0,73,0,-73
13210,0,0,34,0,-34
13211,1,1,384,1309,925
13212,1,0,98,0,-98
13213,1,0,50,0,-50
13214,0,0,148,0,-148
13215,0,0,100,0,-100
13216,1,1,696,1702,1006
13217,1,1,1123,1308,185
13218,0,0,30,0,-30
13219,1,0,12,0,-12
13220,0,0,0,0,0
13221,1,0,197,0,-197
13222,1,0,12,0,-12
13223,1,1,255,1381,1126
13224,0,0,7,0,-7
13225,1,1,178,1228,1050
13226,1,1,93,1386,1293
13227,1,0,56,0,-56
13228,0,0,159,0,-159
13229,0,0,40,0,-40
13230,0,0,45,0,-45
13231,1,0,75,0,-75
13232,1,1,308,2309,2001
13233,1,0,28,0,-28
13234,0,0,37,0,-37
13235,0,0,99,0,-99
13236,1,0,25,0,-25
13237,1,1,2058,1227,-831
13238,0,0,1,0,-1
13239,1,0,184,0,-184
13240,1,0,19,0,-19
13241,1,1,328,1225,897
13242,1,0,3,0,-3
13243,1,0,17,0,-17
13244,1,1,292,1555,1263
13245,0,0,4,0,-4
13246,1,1,1007,1415,408
13247,1,0,88,0,-88
13248,1,1,1609,1376,-233
13249,1,1,12,1503,1491
13250,0,0,97,0,-97
13251,1,0,21,0,-21
13252,1,1,328,1244,916
13253,1,0,23,0,-23
13254,1,0,6,0,-6
13255,1,1,898,1403,505
13256,0,0,22,0,-22
13257,1,0,16,0,-16
13258,1,0,17,0,-17
13259,0,0,181,0,-181
13260,1,1,554,1363,809
13261,1,1,363,1389,1026
13262,1,0,64,0,-64
13263,0,0,8,0,-8
13264,0,0,6,0,-6
13265,1,0,45,0,-45
13266,1,0,115,0,-115
13267,1,0,7,0,-7
13268,0,0,29,0,-29
13269,0,0,25,0,-25
13270,1,1,1597,1258,-339
13271,0,0,157,0,-157
13272,1,1,305,1681,1376
13273,1,1,231,2922,2691
13274,0,0,28,0,-28
13275,1,1,30,1451,1421
13276,1,1,146,1597,1451
13277,1,1,81,1837,1756
13278,1,0,22,0,-22
13279,0,0,31,0,-31
13280,1,0,100,0,-100
13281,0,0,50,0,-50
13282,0,0,8,0,-8
13283,0,0,18,0,-18
13284,1,0,8,0,-8
13285,0,0,23,0,-23
13286,1,1,411,2176,1765
13287,0,0,18,0,-18
13288,0,0,17,0,-17
13289,1,0,46,0,-46
13290,0,0,28,0,-28
13291,1,1,2874,1413,-1461
13292,1,0,29,0,-29
13293,0,0,114,0,-114
13294,1,1,543,1726,1183
13295,1,0,155,0,-155
13296,1,1,134,1201,1067
13297,0,0,15,0,-15
13298,0,0,113,0,-113
13299,0,0,204,0,-204
13300,1,0,60,0,-60
13301,0,0,22,0,-22
13302,1,1,819,2189,1370
13303,1,0,7,0,-7
13304,0,0,1,0,-1
13305,0,0,32,0,-32
13306,0,0,33,0,-33
13307,1,0,19,0,-19
13308,0,0,28,0,-28
13309,0,0,57,0,-57
13310,1,0,2,0,-2
13311,1,1,947,1245,298
13312,0,0,2,0,-2
13313,1,0,10,0,-10
13314,1,0,19,0,-19
13315,1,0,105,0,-105
13316,0,0,14,0,-14
13317,0,0,46,0,-46
13318,0,0,10,0,-10
13319,1,0,3,0,-3
13320,0,0,37,0,-37
13321,1,0,188,0,-188
13322,1,0,31,0,-31
13323,1,1,1438,1572,134
13324,0,0,45,0,-45
13325,0,0,44,0,-44
13326,1,1,451,1509,1058
13327,1,1,681,1229,548
13328,1,1,1398,2282,884
13329,1,1,238,1298,1060
13330,1,0,5,0,-5
13331,1,0,33,0,-33
13332,0,0,21,0,-21
13333,1,0,78,0,-78
13334,1,1,713,1767,1054
13335,1,1,1158,1295,137
13336,1,1,411,1321,910
13337,1,0,48,0,-48
13338,1,1,116,1629,1513
13339,0,0,34,0,-34
13340,1,1,313,1236,923
13341,0,0,52,0,-52
13342,1,0,4,0,-4
13343,1,0,241,0,-241
13344,1,1,423,1567,1144
13345,1,0,26,0,-26
13346,1,1,834,1507,673
13347,0,0,11,0,-11
13348,0,0,250,0,-250
13349,1,0,39,0,-39
13350,0,0,70,0,-70
13351,1,1,680,1516,836
13352,1,0,16,0,-16
13353,1,1,419,1286,867
13354,1,0,79,0,-79
13355,0,0,137,0,-137
13356,0,0,284,0,-284
13357,1,1,343,1685,1342
13358,0,0,5,0,-5
13359,0,0,8,0,-8
13360,0,0,68,0,-68
13361,0,0,59,0,-59
13362,1,0,32,0,-32
13363,0,0,21,0,-21
13364,1,1,17,1545,1528
13365,1,0,41,0,-41
13366,1,0,37,0,-37
13367,1,1,255,1524,1269
13368,0,0,33,0,-33
13369,1,0,16,0,-16
13370,0,0,188,0,-188
13371,1,1,475,1394,919
13372,1,0,110,0,-110
13373,1,0,16,0,-16
13374,0,0,1,0,-1
13375,0,0,0,0,0
13376,1,1,481,1576,1095
13377,1,0,56,0,-56
13378,1,0,5,0,-5
13379,1,1,610,1790,1180
13380,1,1,79,1305,1226
13381,1,0,81,0,-81
13382,1,0,96,0,-96
13383,1,1,478,1330,852
13384,1,0,48,0,-48
13385,0,0,109,0,-109
13386,0,0,24,0,-24
13387,0,0,82,0,-82
13388,1,0,7,0,-7
13389,0,0,40,0,-40
13390,1,1,995,1796,801
13391,0,0,88,0,-88
13392,1,0,35,0,-35
13393,0,0,86,0,-86
13394,1,1,425,1325,900
13395,1,0,70,0,-70
13396,1,0,8,0,-8
